fips	state	year	president	vice	party	votes	votespc	ev	split
28	Mississippi	1960	Richard Nixon	Henry Lodge	Republican	"189,809"	63.66%	8	-10
29	Missouri	1960	John Kennedy	Lyndon Johnson	Democratic	"972,201"	50.26%	13	0.0052
29	Missouri	1960	Richard Nixon	Henry Lodge	Republican	"962,221"	49.74%	0	-10
30	Montana	1960	John Kennedy	Lyndon Johnson	Democratic	"134,891"	48.60%	0	-0.025
30	Montana	1960	Richard Nixon	Henry Lodge	Republican	"141,841"	51.10%	4	-10
31	Nebraska	1960	John Kennedy	Lyndon Johnson	Democratic	"232,542"	37.93%	0	-0.2414
31	Nebraska	1960	Richard Nixon	Henry Lodge	Republican	"380,553"	62.07%	6	-10
32	Nevada	1960	John Kennedy	Lyndon Johnson	Democratic	"54,880"	51.16%	3	0.0232
32	Nevada	1960	Richard Nixon	Henry Lodge	Republican	"52,387"	48.84%	0	-10
33	New Hampshire	1960	John Kennedy	Lyndon Johnson	Democratic	"137,772"	46.58%	0	-0.0684
33	New Hampshire	1960	Richard Nixon	Henry Lodge	Republican	"157,989"	53.42%	4	-10
34	New Jersey	1960	John Kennedy	Lyndon Johnson	Democratic	"1,385,415"	49.96%	16	0.008
34	New Jersey	1960	Richard Nixon	Henry Lodge	Republican	"1,363,324"	49.16%	0	-10
35	New Mexico	1960	John Kennedy	Lyndon Johnson	Democratic	"156,027"	50.15%	4	0.0074
35	New Mexico	1960	Richard Nixon	Henry Lodge	Republican	"153,733"	49.41%	0	-10
36	New York	1960	John Kennedy	Lyndon Johnson	Democratic	"3,830,085"	52.53%	45	0.0526
36	New York	1960	Richard Nixon	Henry Lodge	Republican	"3,446,419"	47.27%	0	-10
37	North Carolina	1960	John Kennedy	Lyndon Johnson	Democratic	"713,136"	52.11%	14	0.0422
37	North Carolina	1960	Richard Nixon	Henry Lodge	Republican	"655,420"	47.89%	0	-10
38	North Dakota	1960	John Kennedy	Lyndon Johnson	Democratic	"123,963"	44.52%	0	-0.109
38	North Dakota	1960	Richard Nixon	Henry Lodge	Republican	"154,310"	55.42%	4	-10
39	Ohio	1960	John Kennedy	Lyndon Johnson	Democratic	"1,944,248"	46.72%	0	-0.0656
39	Ohio	1960	Richard Nixon	Henry Lodge	Republican	"2,217,611"	53.28%	25	-10
40	Oklahoma	1960	John Kennedy	Lyndon Johnson	Democratic	"370,111"	40.98%	1	-0.1804
40	Oklahoma	1960	Richard Nixon	Henry Lodge	Republican	"533,039"	59.02%	7	-10
41	Oregon	1960	John Kennedy	Lyndon Johnson	Democratic	"367,402"	47.32%	0	-0.0524
41	Oregon	1960	Richard Nixon	Henry Lodge	Republican	"408,060"	52.56%	6	-10
42	Pennsylvania	1960	John Kennedy	Lyndon Johnson	Democratic	"2,556,282"	51.06%	32	0.0232
42	Pennsylvania	1960	Richard Nixon	Henry Lodge	Republican	"2,439,956"	48.74%	0	-10
44	Rhode Island	1960	John Kennedy	Lyndon Johnson	Democratic	"258,032"	63.63%	4	0.2726
44	Rhode Island	1960	Richard Nixon	Henry Lodge	Republican	"147,502"	36.37%	0	-10
45	South Carolina	1960	John Kennedy	Lyndon Johnson	Democratic	"198,129"	51.24%	8	0.0248
45	South Carolina	1960	Richard Nixon	Henry Lodge	Republican	"188,558"	48.76%	0	-10
46	South Dakota	1960	John Kennedy	Lyndon Johnson	Democratic	"128,070"	41.79%	0	-0.1642
46	South Dakota	1960	Richard Nixon	Henry Lodge	Republican	"178,417"	58.21%	4	-10
47	Tennessee	1960	John Kennedy	Lyndon Johnson	Democratic	"481,453"	45.77%	0	-0.0715
47	Tennessee	1960	Richard Nixon	Henry Lodge	Republican	"556,577"	52.92%	11	-10
48	Texas	1960	John Kennedy	Lyndon Johnson	Democratic	"1,167,567"	50.52%	24	0.02
48	Texas	1960	Richard Nixon	Henry Lodge	Republican	"1,121,310"	48.52%	0	-10
49	Utah	1960	John Kennedy	Lyndon Johnson	Democratic	"169,248"	45.17%	0	-0.0964
49	Utah	1960	Richard Nixon	Henry Lodge	Republican	"205,361"	54.81%	4	-10
50	Vermont	1960	John Kennedy	Lyndon Johnson	Democratic	"69,186"	41.35%	0	-0.173
50	Vermont	1960	Richard Nixon	Henry Lodge	Republican	"98,131"	58.65%	3	-10
51	Virginia	1960	John Kennedy	Lyndon Johnson	Democratic	"362,327"	46.97%	0	-0.0547
51	Virginia	1960	Richard Nixon	Henry Lodge	Republican	"404,521"	52.44%	12	-10
53	Washington	1960	John Kennedy	Lyndon Johnson	Democratic	"599,298"	48.27%	0	-0.0241
53	Washington	1960	Richard Nixon	Henry Lodge	Republican	"629,273"	50.68%	9	-10
54	West Virginia	1960	John Kennedy	Lyndon Johnson	Democratic	"441,786"	52.73%	8	0.0546
54	West Virginia	1960	Richard Nixon	Henry Lodge	Republican	"395,995"	47.27%	0	-10
55	Wisconsin	1960	John Kennedy	Lyndon Johnson	Democratic	"830,805"	48.05%	0	-0.0372
55	Wisconsin	1960	Richard Nixon	Henry Lodge	Republican	"895,175"	51.77%	12	-10
56	Wyoming	1960	John Kennedy	Lyndon Johnson	Democratic	"63,331"	44.99%	0	-0.1002
56	Wyoming	1960	Richard Nixon	Henry Lodge	Republican	"77,451"	55.01%	3	-10
1	Alabama	1956	Adlai Stevenson	Estes Kefauver	Democratic	"280,844"	56.52%	10	0.1713
1	Alabama	1956	Dwight Eisenhower	Richard Nixon	Republican	"195,694"	39.39%	0	-10
4	Arizona	1956	Adlai Stevenson	Estes Kefauver	Democratic	"112,880"	38.90%	0	-0.2209
4	Arizona	1956	Dwight Eisenhower	Richard Nixon	Republican	"176,990"	60.99%	4	-10
5	Arkansas	1956	Adlai Stevenson	Estes Kefauver	Democratic	"213,277"	52.46%	8	0.0664
5	Arkansas	1956	Dwight Eisenhower	Richard Nixon	Republican	"186,287"	45.82%	0	-10
6	California	1956	Adlai Stevenson	Estes Kefauver	Democratic	"2,420,135"	44.27%	0	-0.1112
6	California	1956	Dwight Eisenhower	Richard Nixon	Republican	"3,027,668"	55.39%	32	-10
8	Colorado	1956	Adlai Stevenson	Estes Kefauver	Democratic	"263,997"	39.81%	0	-0.1968
8	Colorado	1956	Dwight Eisenhower	Richard Nixon	Republican	"394,479"	59.49%	6	-10
9	Connecticut	1956	Adlai Stevenson	Estes Kefauver	Democratic	"405,079"	36.26%	0	-0.2746
9	Connecticut	1956	Dwight Eisenhower	Richard Nixon	Republican	"711,837"	63.72%	8	-10
10	Delaware	1956	Adlai Stevenson	Estes Kefauver	Democratic	"79,421"	44.62%	0	-0.1047
10	Delaware	1956	Dwight Eisenhower	Richard Nixon	Republican	"98,057"	55.09%	3	-10
12	Florida	1956	Adlai Stevenson	Estes Kefauver	Democratic	"480,371"	42.73%	0	-0.1454
12	Florida	1956	Dwight Eisenhower	Richard Nixon	Republican	"643,849"	57.27%	10	-10
13	Georgia	1956	Adlai Stevenson	Estes Kefauver	Democratic	"441,094"	66.48%	12	0.3383
13	Georgia	1956	Dwight Eisenhower	Richard Nixon	Republican	"216,652"	32.65%	0	-10
16	Idaho	1956	Adlai Stevenson	Estes Kefauver	Democratic	"105,868"	38.78%	0	-0.2239
16	Idaho	1956	Dwight Eisenhower	Richard Nixon	Republican	"166,979"	61.17%	4	-10
17	Illinois	1956	Adlai Stevenson	Estes Kefauver	Democratic	"1,775,682"	40.29%	0	-0.1923
17	Illinois	1956	Dwight Eisenhower	Richard Nixon	Republican	"2,623,327"	59.52%	27	-10
18	Indiana	1956	Adlai Stevenson	Estes Kefauver	Democratic	"783,908"	39.70%	0	-0.202
18	Indiana	1956	Dwight Eisenhower	Richard Nixon	Republican	"1,182,811"	59.90%	13	-10
19	Iowa	1956	Adlai Stevenson	Estes Kefauver	Democratic	"501,858"	40.65%	0	-0.1841
19	Iowa	1956	Dwight Eisenhower	Richard Nixon	Republican	"729,187"	59.06%	10	-10
20	Kansas	1956	Adlai Stevenson	Estes Kefauver	Democratic	"296,317"	34.21%	0	-0.3123
20	Kansas	1956	Dwight Eisenhower	Richard Nixon	Republican	"566,878"	65.44%	8	-10
21	Kentucky	1956	Adlai Stevenson	Estes Kefauver	Democratic	"476,453"	45.21%	0	-0.0909
21	Kentucky	1956	Dwight Eisenhower	Richard Nixon	Republican	"572,192"	54.30%	10	-10
22	Louisiana	1956	Adlai Stevenson	Estes Kefauver	Democratic	"243,977"	39.51%	0	-0.1377
22	Louisiana	1956	Dwight Eisenhower	Richard Nixon	Republican	"329,047"	53.28%	10	-10
23	Maine	1956	Adlai Stevenson	Estes Kefauver	Democratic	"102,468"	29.13%	0	-0.4174
23	Maine	1956	Dwight Eisenhower	Richard Nixon	Republican	"249,238"	70.87%	5	-10
24	Maryland	1956	Adlai Stevenson	Estes Kefauver	Democratic	"372,613"	39.96%	0	-0.2008
24	Maryland	1956	Dwight Eisenhower	Richard Nixon	Republican	"559,738"	60.04%	9	-10
25	Massachusetts	1956	Adlai Stevenson	Estes Kefauver	Democratic	"948,190"	40.37%	0	-0.1895
25	Massachusetts	1956	Dwight Eisenhower	Richard Nixon	Republican	"1,393,197"	59.32%	16	-10
26	Michigan	1956	Adlai Stevenson	Estes Kefauver	Democratic	"1,359,898"	44.15%	0	-0.1148
26	Michigan	1956	Dwight Eisenhower	Richard Nixon	Republican	"1,713,647"	55.63%	20	-10
27	Minnesota	1956	Adlai Stevenson	Estes Kefauver	Democratic	"617,525"	46.08%	0	-0.076
27	Minnesota	1956	Dwight Eisenhower	Richard Nixon	Republican	"719,302"	53.68%	11	-10
28	Mississippi	1956	Adlai Stevenson	Estes Kefauver	Democratic	"144,498"	58.23%	8	0.3377
28	Mississippi	1956	Dwight Eisenhower	Richard Nixon	Republican	"60,685"	24.46%	0	-10
29	Missouri	1956	Adlai Stevenson	Estes Kefauver	Democratic	"918,273"	50.11%	13	0.0022
29	Missouri	1956	Dwight Eisenhower	Richard Nixon	Republican	"914,289"	49.89%	0	-10
30	Montana	1956	Adlai Stevenson	Estes Kefauver	Democratic	"116,238"	42.87%	0	-0.1426
30	Montana	1956	Dwight Eisenhower	Richard Nixon	Republican	"154,933"	57.13%	4	-10
31	Nebraska	1956	Adlai Stevenson	Estes Kefauver	Democratic	"199,029"	34.49%	0	-0.3102
31	Nebraska	1956	Dwight Eisenhower	Richard Nixon	Republican	"378,108"	65.51%	6	-10
32	Nevada	1956	Adlai Stevenson	Estes Kefauver	Democratic	"40,640"	42.03%	0	-0.1594
32	Nevada	1956	Dwight Eisenhower	Richard Nixon	Republican	"56,049"	57.97%	3	-10
33	New Hampshire	1956	Adlai Stevenson	Estes Kefauver	Democratic	"90,364"	33.84%	0	-0.3227
33	New Hampshire	1956	Dwight Eisenhower	Richard Nixon	Republican	"176,519"	66.11%	4	-10
34	New Jersey	1956	Adlai Stevenson	Estes Kefauver	Democratic	"850,337"	34.23%	0	-0.3045
34	New Jersey	1956	Dwight Eisenhower	Richard Nixon	Republican	"1,606,942"	64.68%	16	-10
35	New Mexico	1956	Adlai Stevenson	Estes Kefauver	Democratic	"106,098"	41.78%	0	-0.1603
35	New Mexico	1956	Dwight Eisenhower	Richard Nixon	Republican	"146,788"	57.81%	4	-10
36	New York	1956	Adlai Stevenson	Estes Kefauver	Democratic	"2,750,769"	38.78%	0	-0.2241
36	New York	1956	Dwight Eisenhower	Richard Nixon	Republican	"4,340,340"	61.19%	45	-10
37	North Carolina	1956	Adlai Stevenson	Estes Kefauver	Democratic	"590,530"	50.66%	14	0.0132
37	North Carolina	1956	Dwight Eisenhower	Richard Nixon	Republican	"575,062"	49.34%	0	-10
38	North Dakota	1956	Adlai Stevenson	Estes Kefauver	Democratic	"96,742"	38.09%	0	-0.2363
38	North Dakota	1956	Dwight Eisenhower	Richard Nixon	Republican	"156,766"	61.72%	4	-10
39	Ohio	1956	Adlai Stevenson	Estes Kefauver	Democratic	"1,439,655"	38.89%	0	-0.2222
39	Ohio	1956	Dwight Eisenhower	Richard Nixon	Republican	"2,262,610"	61.11%	25	-10
40	Oklahoma	1956	Adlai Stevenson	Estes Kefauver	Democratic	"385,581"	44.87%	0	-0.1026
40	Oklahoma	1956	Dwight Eisenhower	Richard Nixon	Republican	"473,769"	55.13%	8	-10
41	Oregon	1956	Adlai Stevenson	Estes Kefauver	Democratic	"329,204"	44.75%	0	-0.105
41	Oregon	1956	Dwight Eisenhower	Richard Nixon	Republican	"406,393"	55.25%	6	-10
42	Pennsylvania	1956	Adlai Stevenson	Estes Kefauver	Democratic	"1,981,769"	43.30%	0	-0.1319
42	Pennsylvania	1956	Dwight Eisenhower	Richard Nixon	Republican	"2,585,252"	56.49%	32	-10
44	Rhode Island	1956	Adlai Stevenson	Estes Kefauver	Democratic	"161,790"	41.74%	0	-0.1652
44	Rhode Island	1956	Dwight Eisenhower	Richard Nixon	Republican	"225,819"	58.26%	4	-10
45	South Carolina	1956	Adlai Stevenson	Estes Kefauver	Democratic	"136,372"	45.37%	8	0.1592
45	South Carolina	1956	Unpledged Elector	-	Other	"88,509"	29.45%	0	-10
46	South Dakota	1956	Adlai Stevenson	Estes Kefauver	Democratic	"122,288"	41.61%	0	-0.1678
46	South Dakota	1956	Dwight Eisenhower	Richard Nixon	Republican	"171,569"	58.39%	4	-10
47	Tennessee	1956	Adlai Stevenson	Estes Kefauver	Democratic	"456,507"	48.60%	0	-0.0061
47	Tennessee	1956	Dwight Eisenhower	Richard Nixon	Republican	"462,288"	49.21%	11	-10
48	Texas	1956	Adlai Stevenson	Estes Kefauver	Democratic	"859,958"	43.98%	0	-0.1128
48	Texas	1956	Dwight Eisenhower	Richard Nixon	Republican	"1,080,619"	55.26%	24	-10
49	Utah	1956	Adlai Stevenson	Estes Kefauver	Democratic	"118,364"	35.44%	0	-0.2912
49	Utah	1956	Dwight Eisenhower	Richard Nixon	Republican	"215,631"	64.56%	4	-10
50	Vermont	1956	Adlai Stevenson	Estes Kefauver	Democratic	"42,549"	27.81%	0	-0.4435
50	Vermont	1956	Dwight Eisenhower	Richard Nixon	Republican	"110,390"	72.16%	3	-10
51	Virginia	1956	Adlai Stevenson	Estes Kefauver	Democratic	"267,760"	38.36%	0	-0.1701
51	Virginia	1956	Dwight Eisenhower	Richard Nixon	Republican	"386,459"	55.37%	12	-10
53	Washington	1956	Adlai Stevenson	Estes Kefauver	Democratic	"523,002"	45.44%	0	-0.0847
53	Washington	1956	Dwight Eisenhower	Richard Nixon	Republican	"620,430"	53.91%	9	-10
54	West Virginia	1956	Adlai Stevenson	Estes Kefauver	Democratic	"381,534"	45.92%	0	-0.0816
54	West Virginia	1956	Dwight Eisenhower	Richard Nixon	Republican	"449,297"	54.08%	8	-10
55	Wisconsin	1956	Adlai Stevenson	Estes Kefauver	Democratic	"586,768"	37.84%	0	-0.2374
55	Wisconsin	1956	Dwight Eisenhower	Richard Nixon	Republican	"954,844"	61.58%	12	-10
56	Wyoming	1956	Adlai Stevenson	Estes Kefauver	Democratic	"49,554"	39.92%	0	-0.2016
56	Wyoming	1956	Dwight Eisenhower	Richard Nixon	Republican	"74,573"	60.08%	3	-10
1	Alabama	1952	Adlai Stevenson	John Sparkman	Democratic	"275,075"	64.55%	11	0.2953
1	Alabama	1952	Dwight Eisenhower	Richard Nixon	Republican	"149,231"	35.02%	0	-10
4	Arizona	1952	Adlai Stevenson	John Sparkman	Democratic	"108,528"	41.65%	0	-0.167
4	Arizona	1952	Dwight Eisenhower	Richard Nixon	Republican	"152,042"	58.35%	4	-10
5	Arkansas	1952	Adlai Stevenson	John Sparkman	Democratic	"226,300"	55.90%	8	0.1214
5	Arkansas	1952	Dwight Eisenhower	Richard Nixon	Republican	"177,155"	43.76%	0	-10
6	California	1952	Adlai Stevenson	John Sparkman	Democratic	"2,257,646"	42.27%	0	-0.1456
6	California	1952	Dwight Eisenhower	Richard Nixon	Republican	"3,035,587"	56.83%	32	-10
8	Colorado	1952	Adlai Stevenson	John Sparkman	Democratic	"245,504"	38.96%	0	-0.2131
8	Colorado	1952	Dwight Eisenhower	Richard Nixon	Republican	"379,782"	60.27%	6	-10
9	Connecticut	1952	Adlai Stevenson	John Sparkman	Democratic	"481,649"	43.91%	0	-0.1179
9	Connecticut	1952	Dwight Eisenhower	Richard Nixon	Republican	"611,012"	55.70%	8	-10
10	Delaware	1952	Adlai Stevenson	John Sparkman	Democratic	"83,315"	47.88%	0	-0.0387
10	Delaware	1952	Dwight Eisenhower	Richard Nixon	Republican	"90,059"	51.75%	3	-10
12	Florida	1952	Adlai Stevenson	John Sparkman	Democratic	"444,950"	44.97%	0	-0.1002
12	Florida	1952	Dwight Eisenhower	Richard Nixon	Republican	"544,036"	54.99%	10	-10
13	Georgia	1952	Adlai Stevenson	John Sparkman	Democratic	"456,823"	69.66%	12	0.3932
13	Georgia	1952	Dwight Eisenhower	Richard Nixon	Republican	"198,979"	30.34%	0	-10
16	Idaho	1952	Adlai Stevenson	John Sparkman	Democratic	"95,081"	34.42%	0	-0.31
16	Idaho	1952	Dwight Eisenhower	Richard Nixon	Republican	"180,707"	65.42%	4	-10
17	Illinois	1952	Adlai Stevenson	John Sparkman	Democratic	"2,013,920"	44.94%	0	-0.099
17	Illinois	1952	Dwight Eisenhower	Richard Nixon	Republican	"2,457,327"	54.84%	27	-10
18	Indiana	1952	Adlai Stevenson	John Sparkman	Democratic	"801,530"	40.99%	0	-0.1712
18	Indiana	1952	Dwight Eisenhower	Richard Nixon	Republican	"1,136,259"	58.11%	13	-10
19	Iowa	1952	Adlai Stevenson	John Sparkman	Democratic	"451,513"	35.59%	0	-0.2816
19	Iowa	1952	Dwight Eisenhower	Richard Nixon	Republican	"808,906"	63.75%	10	-10
20	Kansas	1952	Adlai Stevenson	John Sparkman	Democratic	"273,296"	30.50%	0	-0.3827
20	Kansas	1952	Dwight Eisenhower	Richard Nixon	Republican	"616,302"	68.77%	8	-10
21	Kentucky	1952	Adlai Stevenson	John Sparkman	Democratic	"495,729"	49.91%	10	0.0007
21	Kentucky	1952	Dwight Eisenhower	Richard Nixon	Republican	"495,029"	49.84%	0	-10
22	Louisiana	1952	Adlai Stevenson	John Sparkman	Democratic	"345,027"	52.92%	10	0.0584
22	Louisiana	1952	Dwight Eisenhower	Richard Nixon	Republican	"306,925"	47.08%	0	-10
23	Maine	1952	Adlai Stevenson	John Sparkman	Democratic	"118,806"	33.77%	0	-0.3228
23	Maine	1952	Dwight Eisenhower	Richard Nixon	Republican	"232,353"	66.05%	5	-10
24	Maryland	1952	Adlai Stevenson	John Sparkman	Democratic	"395,337"	43.83%	0	-0.1153
24	Maryland	1952	Dwight Eisenhower	Richard Nixon	Republican	"499,424"	55.36%	9	-10
25	Massachusetts	1952	Adlai Stevenson	John Sparkman	Democratic	"1,083,525"	45.46%	0	-0.0876
25	Massachusetts	1952	Dwight Eisenhower	Richard Nixon	Republican	"1,292,325"	54.22%	16	-10
26	Michigan	1952	Adlai Stevenson	John Sparkman	Democratic	"1,230,657"	43.97%	0	-0.1147
26	Michigan	1952	Dwight Eisenhower	Richard Nixon	Republican	"1,551,529"	55.44%	20	-10
27	Minnesota	1952	Adlai Stevenson	John Sparkman	Democratic	"608,458"	44.11%	0	-0.1122
27	Minnesota	1952	Dwight Eisenhower	Richard Nixon	Republican	"763,211"	55.33%	11	-10
28	Mississippi	1952	Adlai Stevenson	John Sparkman	Democratic	"172,566"	60.44%	8	0.2088
28	Mississippi	1952	Dwight Eisenhower	Richard Nixon	Other	"112,966"	39.56%	0	-10
29	Missouri	1952	Adlai Stevenson	John Sparkman	Democratic	"929,830"	49.14%	0	-0.0157
29	Missouri	1952	Dwight Eisenhower	Richard Nixon	Republican	"959,429"	50.71%	13	-10
30	Montana	1952	Adlai Stevenson	John Sparkman	Democratic	"106,213"	40.07%	0	-0.1932
30	Montana	1952	Dwight Eisenhower	Richard Nixon	Republican	"157,394"	59.39%	4	-10
31	Nebraska	1952	Adlai Stevenson	John Sparkman	Democratic	"188,057"	30.85%	0	-0.383
31	Nebraska	1952	Dwight Eisenhower	Richard Nixon	Republican	"421,603"	69.15%	6	-10
32	Nevada	1952	Adlai Stevenson	John Sparkman	Democratic	"31,688"	38.55%	0	-0.229
32	Nevada	1952	Dwight Eisenhower	Richard Nixon	Republican	"50,502"	61.45%	3	-10
33	New Hampshire	1952	Adlai Stevenson	John Sparkman	Democratic	"106,663"	39.08%	0	-0.2184
33	New Hampshire	1952	Dwight Eisenhower	Richard Nixon	Republican	"166,287"	60.92%	4	-10
34	New Jersey	1952	Adlai Stevenson	John Sparkman	Democratic	"1,015,902"	41.99%	0	-0.1482
34	New Jersey	1952	Dwight Eisenhower	Richard Nixon	Republican	"1,374,613"	56.81%	16	-10
35	New Mexico	1952	Adlai Stevenson	John Sparkman	Democratic	"105,661"	44.28%	0	-0.1111
35	New Mexico	1952	Dwight Eisenhower	Richard Nixon	Republican	"132,170"	55.39%	4	-10
36	New York	1952	Adlai Stevenson	John Sparkman	Democratic	"3,104,601"	43.55%	0	-0.119
36	New York	1952	Dwight Eisenhower	Richard Nixon	Republican	"3,952,815"	55.45%	45	-10
37	North Carolina	1952	Adlai Stevenson	John Sparkman	Democratic	"652,803"	53.91%	14	0.0782
37	North Carolina	1952	Dwight Eisenhower	Richard Nixon	Republican	"558,107"	46.09%	0	-10
38	North Dakota	1952	Adlai Stevenson	John Sparkman	Democratic	"76,694"	28.39%	0	-0.4258
38	North Dakota	1952	Dwight Eisenhower	Richard Nixon	Republican	"191,712"	70.97%	4	-10
39	Ohio	1952	Adlai Stevenson	John Sparkman	Democratic	"1,600,367"	43.24%	0	-0.1352
39	Ohio	1952	Dwight Eisenhower	Richard Nixon	Republican	"2,100,391"	56.76%	25	-10
40	Oklahoma	1952	Adlai Stevenson	John Sparkman	Democratic	"430,939"	45.41%	0	-0.0918
40	Oklahoma	1952	Dwight Eisenhower	Richard Nixon	Republican	"518,045"	54.59%	8	-10
41	Oregon	1952	Adlai Stevenson	John Sparkman	Democratic	"270,579"	38.93%	0	-0.2161
41	Oregon	1952	Dwight Eisenhower	Richard Nixon	Republican	"420,815"	60.54%	6	-10
42	Pennsylvania	1952	Adlai Stevenson	John Sparkman	Democratic	"2,146,269"	46.85%	0	-0.0589
42	Pennsylvania	1952	Dwight Eisenhower	Richard Nixon	Republican	"2,415,789"	52.74%	32	-10
44	Rhode Island	1952	Adlai Stevenson	John Sparkman	Democratic	"203,293"	49.05%	0	-0.0184
44	Rhode Island	1952	Dwight Eisenhower	Richard Nixon	Republican	"210,935"	50.89%	4	-10
45	South Carolina	1952	Adlai Stevenson	John Sparkman	Democratic	"173,004"	50.72%	8	0.0144
45	South Carolina	1952	Dwight Eisenhower	Richard Nixon	Republican	"168,082"	49.28%	0	-10
46	South Dakota	1952	Adlai Stevenson	John Sparkman	Democratic	"90,426"	30.73%	0	-0.3854
46	South Dakota	1952	Dwight Eisenhower	Richard Nixon	Republican	"203,857"	69.27%	4	-10
47	Tennessee	1952	Adlai Stevenson	John Sparkman	Democratic	"443,710"	49.71%	0	-0.0028
47	Tennessee	1952	Dwight Eisenhower	Richard Nixon	Republican	"446,147"	49.99%	11	-10
48	Texas	1952	Adlai Stevenson	John Sparkman	Democratic	"969,228"	46.69%	0	-0.0644
48	Texas	1952	Dwight Eisenhower	Richard Nixon	Republican	"1,102,878"	53.13%	24	-10
49	Utah	1952	Adlai Stevenson	John Sparkman	Democratic	"135,364"	41.07%	0	-0.1786
49	Utah	1952	Dwight Eisenhower	Richard Nixon	Republican	"194,190"	58.93%	4	-10
50	Vermont	1952	Adlai Stevenson	John Sparkman	Democratic	"43,355"	28.23%	0	-0.4322
50	Vermont	1952	Dwight Eisenhower	Richard Nixon	Republican	"109,717"	71.45%	3	-10
51	Virginia	1952	Adlai Stevenson	John Sparkman	Democratic	"268,677"	43.36%	0	-0.1296
51	Virginia	1952	Dwight Eisenhower	Richard Nixon	Republican	"349,037"	56.32%	12	-10
53	Washington	1952	Adlai Stevenson	John Sparkman	Democratic	"492,845"	44.69%	0	-0.0964
53	Washington	1952	Dwight Eisenhower	Richard Nixon	Republican	"599,107"	54.33%	9	-10
54	West Virginia	1952	Adlai Stevenson	John Sparkman	Democratic	"453,578"	51.92%	8	0.0384
54	West Virginia	1952	Dwight Eisenhower	Richard Nixon	Republican	"419,970"	48.08%	0	-10
55	Wisconsin	1952	Adlai Stevenson	John Sparkman	Democratic	"622,175"	38.71%	0	-0.2224
55	Wisconsin	1952	Dwight Eisenhower	Richard Nixon	Republican	"979,744"	60.95%	12	-10
56	Wyoming	1952	Adlai Stevenson	John Sparkman	Democratic	"47,934"	37.09%	0	-0.2562
56	Wyoming	1952	Dwight Eisenhower	Richard Nixon	Republican	"81,047"	62.71%	3	-10
